Month,Region,Channel,Product,Demographic,Units Sold,Return Rate,Avg Satisfaction,Social Engagement,Social Engagement Source
May 2023,Midwest,In-Store,FuelCell Rebel,Millennial,307,0.2,2.6,,
May 2023,Midwest,In-Store,FuelCell Rebel,Gen X,234,0.17,3.5,,
May 2023,Midwest,In-Store,FuelCell Rebel,Boomer,259,0.16,3.5,,
May 2023,Midwest,In-Store,880v13,Gen Z,316,0.1,3.8,,
May 2023,Midwest,In-Store,880v13,Millennial,158,0.13,3.6,,
May 2023,Midwest,In-Store,880v13,Gen X,256,0.14,3.1,,
May 2023,Midwest,In-Store,880v13,Boomer,178,0.16,3.3,,
May 2023,Midwest,Online,Fresh Foam X,Gen Z,103,0.18,3.2,,
May 2023,Midwest,Online,Fresh Foam X,Millennial,127,0.12,4.0,,
May 2023,Midwest,Online,Fresh Foam X,Gen X,189,0.13,3.6,,
May 2023,Midwest,Online,Fresh Foam X,Boomer,125,0.13,4.0,,
May 2023,Midwest,Online,FuelCell Rebel,Gen Z,366,0.15,3.6,,
May 2023,Midwest,Online,FuelCell Rebel,Millennial,167,0.23,2.5,,
May 2023,Midwest,Online,FuelCell Rebel,Gen X,148,0.14,3.7,,
May 2023,Midwest,Online,FuelCell Rebel,Boomer,287,0.11,3.9,,
May 2023,Midwest,Online,880v13,Gen Z,273,0.1,4.0,,
May 2023,Midwest,Online,880v13,Millennial,325,0.15,3.0,,
May 2023,Midwest,Online,880v13,Gen X,376,0.16,3.5,,
May 2023,Midwest,Online,880v13,Boomer,161,0.14,4.0,,
May 2023,Midwest,Social Referral,Fresh Foam X,Gen Z,301,0.14,3.2,6630.0,Twitter
May 2023,Midwest,Social Referral,Fresh Foam X,Millennial,334,0.16,3.1,5604.0,Facebook
May 2023,Midwest,Social Referral,Fresh Foam X,Gen X,149,0.13,3.9,2602.0,Twitter
May 2023,Midwest,Social Referral,Fresh Foam X,Boomer,118,0.17,3.1,4141.0,Instagram
May 2023,Midwest,Social Referral,FuelCell Rebel,Gen Z,359,0.18,3.4,7041.0,Instagram
May 2023,Midwest,Social Referral,FuelCell Rebel,Millennial,346,0.1,4.3,4523.0,TikTok
May 2023,Midwest,Social Referral,FuelCell Rebel,Gen X,193,0.22,3.2,5348.0,TikTok
May 2023,Midwest,Social Referral,FuelCell Rebel,Boomer,185,0.09,4.4,5524.0,TikTok
May 2023,Midwest,Social Referral,880v13,Gen Z,255,0.18,2.8,3956.0,TikTok
May 2023,Midwest,Social Referral,880v13,Millennial,190,0.1,3.7,3772.0,Twitter
May 2023,Midwest,Social Referral,880v13,Gen X,240,0.15,3.7,647.0,TikTok
May 2023,Midwest,Social Referral,880v13,Boomer,216,0.25,2.5,4366.0,TikTok
May 2023,West,In-Store,Fresh Foam X,Gen Z,272,0.17,2.8,,
May 2023,West,In-Store,Fresh Foam X,Millennial,190,0.21,2.8,,
May 2023,West,In-Store,Fresh Foam X,Gen X,356,0.15,3.2,,
May 2023,West,In-Store,Fresh Foam X,Boomer,302,0.11,4.1,,
May 2023,West,In-Store,FuelCell Rebel,Gen Z,292,0.16,3.3,,
May 2023,West,In-Store,FuelCell Rebel,Millennial,336,0.13,3.3,,
May 2023,West,In-Store,FuelCell Rebel,Gen X,355,0.25,2.5,,
May 2023,West,In-Store,FuelCell Rebel,Boomer,198,0.2,2.9,,
May 2023,West,In-Store,880v13,Gen Z,208,0.19,3.0,,
May 2023,West,In-Store,880v13,Millennial,253,0.14,3.9,,
May 2023,West,In-Store,880v13,Gen X,231,0.08,4.3,,
May 2023,West,In-Store,880v13,Boomer,140,0.19,2.6,,
May 2023,West,Online,Fresh Foam X,Gen Z,145,0.05,4.6,,
May 2023,West,Online,Fresh Foam X,Millennial,379,0.19,3.3,,
May 2023,West,Online,Fresh Foam X,Gen X,123,0.1,4.1,,
May 2023,West,Online,Fresh Foam X,Boomer,280,0.12,3.3,,
May 2023,West,Online,FuelCell Rebel,Gen Z,168,0.2,2.5,,
May 2023,West,Online,FuelCell Rebel,Millennial,268,0.12,3.8,,
May 2023,West,Online,FuelCell Rebel,Gen X,237,0.12,3.6,,
May 2023,West,Online,FuelCell Rebel,Boomer,184,0.1,3.8,,
May 2023,West,Online,880v13,Gen Z,278,0.21,2.6,,
May 2023,West,Online,880v13,Millennial,338,0.22,2.7,,
May 2023,West,Online,880v13,Gen X,129,0.21,2.6,,
May 2023,West,Online,880v13,Boomer,305,0.13,3.5,,
May 2023,West,Social Referral,Fresh Foam X,Gen Z,146,0.12,4.2,7608.0,Instagram
May 2023,West,Social Referral,Fresh Foam X,Millennial,386,0.2,3.0,2376.0,Instagram
May 2023,West,Social Referral,Fresh Foam X,Gen X,109,0.05,4.4,5216.0,Instagram
May 2023,West,Social Referral,Fresh Foam X,Boomer,201,0.17,3.5,6440.0,Instagram
May 2023,West,Social Referral,FuelCell Rebel,Gen Z,180,0.2,3.3,6224.0,TikTok
May 2023,West,Social Referral,FuelCell Rebel,Millennial,266,0.15,3.4,6413.0,Instagram
May 2023,West,Social Referral,FuelCell Rebel,Gen X,268,0.12,3.5,5659.0,TikTok
May 2023,West,Social Referral,FuelCell Rebel,Boomer,274,0.19,3.6,1784.0,Instagram
May 2023,West,Social Referral,880v13,Gen Z,370,0.05,4.5,4401.0,TikTok
May 2023,West,Social Referral,880v13,Millennial,388,0.16,3.4,5682.0,Instagram
May 2023,West,Social Referral,880v13,Gen X,267,0.15,3.3,6048.0,Instagram
May 2023,West,Social Referral,880v13,Boomer,246,0.17,3.0,4580.0,TikTok
Jun 2023,Northeast,In-Store,Fresh Foam X,Gen Z,247,0.2,3.4,,
Jun 2023,Northeast,In-Store,Fresh Foam X,Millennial,101,0.17,3.5,,
Jun 2023,Northeast,In-Store,Fresh Foam X,Gen X,106,0.17,3.2,,
Jun 2023,Northeast,In-Store,Fresh Foam X,Boomer,213,0.15,3.3,,
Jun 2023,Northeast,In-Store,FuelCell Rebel,Gen Z,225,0.09,4.0,,
Jun 2023,Northeast,In-Store,FuelCell Rebel,Millennial,239,0.07,4.6,,
Jun 2023,Northeast,In-Store,FuelCell Rebel,Gen X,156,0.16,3.7,,
Jun 2023,Northeast,In-Store,FuelCell Rebel,Boomer,158,0.12,3.7,,
Jun 2023,Northeast,In-Store,880v13,Gen Z,118,0.12,3.9,,
Jun 2023,Northeast,In-Store,880v13,Millennial,146,0.16,3.4,,
Jun 2023,Northeast,In-Store,880v13,Gen X,183,0.21,3.3,,
Jun 2023,Northeast,In-Store,880v13,Boomer,113,0.18,3.4,,
Jun 2023,Northeast,Online,Fresh Foam X,Gen Z,347,0.15,3.4,,
Jun 2023,Northeast,Online,Fresh Foam X,Millennial,301,0.14,3.3,,
Jun 2023,Northeast,Online,Fresh Foam X,Gen X,181,0.12,4.3,,
Jun 2023,Northeast,Online,Fresh Foam X,Boomer,318,0.11,3.9,,
Jun 2023,Northeast,Online,FuelCell Rebel,Gen Z,365,0.24,2.6,,
Jun 2023,Northeast,Online,FuelCell Rebel,Millennial,101,0.2,2.6,,
Jun 2023,Northeast,Online,FuelCell Rebel,Gen X,121,0.16,3.1,,
Jun 2023,Northeast,Online,FuelCell Rebel,Boomer,318,0.12,3.7,,
Jun 2023,Northeast,Online,880v13,Gen Z,207,0.11,3.9,,
Jun 2023,Northeast,Online,880v13,Millennial,389,0.1,4.4,,
Jun 2023,Northeast,Online,880v13,Gen X,382,0.21,3.2,,
Jun 2023,Northeast,Online,880v13,Boomer,147,0.19,3.9,,
Jun 2023,Northeast,Social Referral,Fresh Foam X,Gen Z,158,0.2,3.1,5827.0,Instagram
Jun 2023,Northeast,Social Referral,Fresh Foam X,Millennial,377,0.17,2.9,7145.0,Instagram
Jun 2023,Northeast,Social Referral,Fresh Foam X,Gen X,167,0.15,3.7,6136.0,TikTok
Jun 2023,Northeast,Social Referral,Fresh Foam X,Boomer,361,0.22,2.8,4738.0,Instagram
Jun 2023,Northeast,Social Referral,FuelCell Rebel,Gen Z,226,0.17,3.4,5081.0,Twitter
Jun 2023,Northeast,Social Referral,FuelCell Rebel,Millennial,347,0.22,2.9,2713.0,TikTok
Jun 2023,Northeast,Social Referral,FuelCell Rebel,Gen X,311,0.18,2.9,3540.0,Instagram
Jun 2023,Northeast,Social Referral,FuelCell Rebel,Boomer,260,0.06,4.2,5359.0,Facebook
Jun 2023,Northeast,Social Referral,880v13,Gen Z,237,0.14,3.9,2258.0,TikTok
Jun 2023,Northeast,Social Referral,880v13,Millennial,190,0.15,3.3,5056.0,Instagram
Jun 2023,Northeast,Social Referral,880v13,Gen X,172,0.18,3.0,6280.0,Facebook
Jun 2023,Northeast,Social Referral,880v13,Boomer,136,0.13,4.0,5961.0,Twitter
Jun 2023,South,In-Store,Fresh Foam X,Gen Z,157,0.19,2.8,,
Jun 2023,South,In-Store,Fresh Foam X,Millennial,267,0.25,2.5,,
Jun 2023,South,In-Store,Fresh Foam X,Gen X,136,0.13,4.1,,
Jun 2023,South,In-Store,Fresh Foam X,Boomer,162,0.13,3.2,,
Jun 2023,South,In-Store,FuelCell Rebel,Gen Z,284,0.17,2.9,,
Jun 2023,South,In-Store,FuelCell Rebel,Millennial,234,0.15,3.3,,
Jun 2023,South,In-Store,FuelCell Rebel,Gen X,306,0.2,2.7,,
Jun 2023,South,In-Store,FuelCell Rebel,Boomer,341,0.19,3.1,,
Jun 2023,South,In-Store,880v13,Gen Z,232,0.19,3.4,,
Jun 2023,South,In-Store,880v13,Millennial,183,0.22,2.7,,
Jun 2023,South,In-Store,880v13,Gen X,228,0.1,3.8,,
Jun 2023,South,In-Store,880v13,Boomer,333,0.05,4.7,,
Jun 2023,South,Online,Fresh Foam X,Gen Z,151,0.16,3.4,,
Jun 2023,South,Online,Fresh Foam X,Millennial,131,0.18,3.4,,
Jun 2023,South,Online,Fresh Foam X,Gen X,209,0.15,2.8,,
Jun 2023,South,Online,Fresh Foam X,Boomer,394,0.11,3.6,,
Jun 2023,South,Online,FuelCell Rebel,Gen Z,236,0.17,2.7,,
Jun 2023,South,Online,FuelCell Rebel,Millennial,360,0.2,3.1,,
Jun 2023,South,Online,FuelCell Rebel,Gen X,313,0.13,3.1,,
Jun 2023,South,Online,FuelCell Rebel,Boomer,186,0.18,2.9,,
Jun 2023,South,Online,880v13,Gen Z,211,0.16,3.9,,
Jun 2023,South,Online,880v13,Millennial,249,0.05,4.7,,
Jun 2023,South,Online,880v13,Gen X,225,0.11,3.5,,
Jun 2023,South,Online,880v13,Boomer,214,0.16,2.9,,
Jun 2023,South,Social Referral,Fresh Foam X,Gen Z,127,0.11,3.7,3776.0,Instagram
Jun 2023,South,Social Referral,Fresh Foam X,Millennial,251,0.11,4.2,8132.0,Twitter
Jun 2023,South,Social Referral,Fresh Foam X,Gen X,118,0.11,4.4,3864.0,Instagram
Jun 2023,South,Social Referral,Fresh Foam X,Boomer,240,0.18,3.3,6386.0,Twitter
Jun 2023,South,Social Referral,FuelCell Rebel,Gen Z,304,0.15,4.1,4847.0,Facebook
Jun 2023,South,Social Referral,FuelCell Rebel,Millennial,116,0.19,3.0,3073.0,TikTok
Jun 2023,South,Social Referral,FuelCell Rebel,Gen X,106,0.18,3.6,5628.0,Twitter
Jun 2023,South,Social Referral,FuelCell Rebel,Boomer,128,0.19,3.5,6495.0,Instagram
Jun 2023,South,Social Referral,880v13,Gen Z,124,0.2,3.3,4662.0,TikTok
Jun 2023,South,Social Referral,880v13,Millennial,217,0.23,2.6,7145.0,Instagram
Jun 2023,South,Social Referral,880v13,Gen X,370,0.11,3.9,6856.0,Facebook
Jun 2023,South,Social Referral,880v13,Boomer,147,0.13,3.3,4869.0,TikTok
Jun 2023,Midwest,In-Store,Fresh Foam X,Gen Z,319,0.17,3.3,,
Jun 2023,Midwest,In-Store,Fresh Foam X,Millennial,181,0.21,2.8,,
Jun 2023,Midwest,In-Store,Fresh Foam X,Gen X,119,0.1,3.8,,
Jun 2023,Midwest,In-Store,Fresh Foam X,Boomer,281,0.19,3.5,,
Jun 2023,Midwest,In-Store,FuelCell Rebel,Gen Z,161,0.08,3.8,,
Jun 2023,Midwest,In-Store,FuelCell Rebel,Millennial,221,0.18,3.1,,
Jun 2023,Midwest,In-Store,FuelCell Rebel,Gen X,334,0.17,3.4,,
Jun 2023,Midwest,In-Store,FuelCell Rebel,Boomer,258,0.18,3.4,,
Jun 2023,Midwest,In-Store,880v13,Gen Z,306,0.16,3.2,,
Jun 2023,Midwest,In-Store,880v13,Millennial,300,0.22,2.9,,
Jun 2023,Midwest,In-Store,880v13,Gen X,394,0.21,3.1,,
Jun 2023,Midwest,In-Store,880v13,Boomer,310,0.22,3.0,,
Jun 2023,Midwest,Online,Fresh Foam X,Gen Z,170,0.09,4.5,,
Jun 2023,Midwest,Online,Fresh Foam X,Millennial,314,0.09,4.7,,
Jun 2023,Midwest,Online,Fresh Foam X,Gen X,391,0.16,3.7,,
Jun 2023,Midwest,Online,Fresh Foam X,Boomer,161,0.15,3.1,,
Jun 2023,Midwest,Online,FuelCell Rebel,Gen Z,368,0.11,4.4,,
Jun 2023,Midwest,Online,FuelCell Rebel,Millennial,203,0.1,3.8,,
Jun 2023,Midwest,Online,FuelCell Rebel,Gen X,193,0.17,3.5,,
Jun 2023,Midwest,Online,FuelCell Rebel,Boomer,306,0.25,2.9,,
Jun 2023,Midwest,Online,880v13,Gen Z,277,0.21,2.8,,
Jun 2023,Midwest,Online,880v13,Millennial,245,0.15,3.7,,
Jun 2023,Midwest,Online,880v13,Gen X,161,0.1,4.3,,
Jun 2023,Midwest,Online,880v13,Boomer,265,0.11,4.1,,
Jun 2023,Midwest,Social Referral,Fresh Foam X,Gen Z,272,0.14,4.0,6347.0,TikTok
Jun 2023,Midwest,Social Referral,Fresh Foam X,Millennial,173,0.09,4.4,5805.0,TikTok
Jun 2023,Midwest,Social Referral,Fresh Foam X,Gen X,378,0.19,3.3,4384.0,Twitter
Jun 2023,Midwest,Social Referral,Fresh Foam X,Boomer,121,0.12,3.9,2652.0,Instagram
Jun 2023,Midwest,Social Referral,FuelCell Rebel,Gen Z,277,0.13,4.1,5101.0,TikTok
Jun 2023,Midwest,Social Referral,FuelCell Rebel,Millennial,203,0.08,4.0,5412.0,TikTok
Jun 2023,Midwest,Social Referral,FuelCell Rebel,Gen X,281,0.27,2.5,3385.0,Facebook
Jun 2023,Midwest,Social Referral,FuelCell Rebel,Boomer,286,0.09,4.0,6649.0,Instagram
Jun 2023,Midwest,Social Referral,880v13,Gen Z,390,0.16,3.5,3844.0,Twitter
Jun 2023,Midwest,Social Referral,880v13,Millennial,102,0.13,4.0,5495.0,Twitter
Jun 2023,Midwest,Social Referral,880v13,Gen X,124,0.16,3.2,6326.0,Instagram
Jun 2023,Midwest,Social Referral,880v13,Boomer,252,0.21,3.0,2901.0,Facebook
Jun 2023,West,In-Store,Fresh Foam X,Gen Z,209,0.22,2.5,,
Jun 2023,West,In-Store,Fresh Foam X,Millennial,290,0.18,3.5,,
Jun 2023,West,In-Store,Fresh Foam X,Gen X,113,0.15,3.3,,
Jun 2023,West,In-Store,Fresh Foam X,Boomer,254,0.1,4.4,,
Jun 2023,West,In-Store,FuelCell Rebel,Gen Z,174,0.15,3.1,,
Jun 2023,West,In-Store,FuelCell Rebel,Millennial,158,0.2,3.4,,
Jun 2023,West,In-Store,FuelCell Rebel,Gen X,163,0.13,4.1,,
Jun 2023,West,In-Store,FuelCell Rebel,Boomer,203,0.13,4.2,,
Jun 2023,West,In-Store,880v13,Gen Z,308,0.13,3.8,,
Jun 2023,West,In-Store,880v13,Millennial,211,0.05,3.9,,
Jun 2023,West,In-Store,880v13,Gen X,119,0.15,3.7,,
Jun 2023,West,In-Store,880v13,Boomer,283,0.21,3.0,,
Jun 2023,West,Online,Fresh Foam X,Gen Z,391,0.16,3.3,,
Jun 2023,West,Online,Fresh Foam X,Millennial,398,0.11,3.9,,
Jun 2023,West,Online,Fresh Foam X,Gen X,227,0.08,4.4,,
Jun 2023,West,Online,Fresh Foam X,Boomer,334,0.17,3.2,,
Jun 2023,West,Online,FuelCell Rebel,Gen Z,338,0.1,4.4,,
Jun 2023,West,Online,FuelCell Rebel,Millennial,314,0.19,2.9,,
Jun 2023,West,Online,FuelCell Rebel,Gen X,278,0.16,3.4,,
Jun 2023,West,Online,FuelCell Rebel,Boomer,363,0.13,3.4,,
Jun 2023,West,Online,880v13,Gen Z,218,0.23,2.5,,
Jun 2023,West,Online,880v13,Millennial,397,0.12,3.7,,
Jun 2023,West,Online,880v13,Gen X,157,0.14,3.1,,
Jun 2023,West,Online,880v13,Boomer,315,0.06,4.3,,
Jun 2023,West,Social Referral,Fresh Foam X,Gen Z,209,0.09,4.3,2877.0,Instagram
Jun 2023,West,Social Referral,Fresh Foam X,Millennial,135,0.09,4.3,4163.0,Instagram
Jun 2023,West,Social Referral,Fresh Foam X,Gen X,265,0.15,3.2,5859.0,TikTok
Jun 2023,West,Social Referral,Fresh Foam X,Boomer,291,0.06,4.5,9039.0,Instagram
Jun 2023,West,Social Referral,FuelCell Rebel,Gen Z,211,0.16,3.4,5469.0,Instagram
Jun 2023,West,Social Referral,FuelCell Rebel,Millennial,205,0.15,3.2,2924.0,Instagram
Jun 2023,West,Social Referral,FuelCell Rebel,Gen X,188,0.24,2.8,5723.0,Instagram
Jun 2023,West,Social Referral,FuelCell Rebel,Boomer,266,0.17,3.8,5536.0,Facebook
Jun 2023,West,Social Referral,880v13,Gen Z,317,0.15,3.1,4921.0,Twitter
Jun 2023,West,Social Referral,880v13,Millennial,310,0.24,2.5,5496.0,TikTok
Jun 2023,West,Social Referral,880v13,Gen X,394,0.23,2.6,4634.0,Facebook
Jun 2023,West,Social Referral,880v13,Boomer,328,0.14,4.1,5111.0,Twitter
Jul 2023,Northeast,In-Store,Fresh Foam X,Gen Z,375,0.13,3.9,,
Jul 2023,Northeast,In-Store,Fresh Foam X,Millennial,247,0.09,4.4,,
Jul 2023,Northeast,In-Store,Fresh Foam X,Gen X,304,0.1,3.6,,
Jul 2023,Northeast,In-Store,Fresh Foam X,Boomer,384,0.13,4.0,,
Jul 2023,Northeast,In-Store,FuelCell Rebel,Gen Z,157,0.12,4.1,,
Jul 2023,Northeast,In-Store,FuelCell Rebel,Millennial,263,0.07,4.0,,
Jul 2023,Northeast,In-Store,FuelCell Rebel,Gen X,330,0.05,3.9,,
Jul 2023,Northeast,In-Store,FuelCell Rebel,Boomer,418,0.14,3.8,,
Jul 2023,Northeast,In-Store,880v13,Gen Z,319,0.11,4.5,,
Jul 2023,Northeast,In-Store,880v13,Millennial,334,0.08,3.8,,
Jul 2023,Northeast,In-Store,880v13,Gen X,421,0.13,3.5,,
Jul 2023,Northeast,In-Store,880v13,Boomer,261,0.07,4.1,,
Jul 2023,Northeast,Online,Fresh Foam X,Gen Z,239,0.21,4.0,,
Jul 2023,Northeast,Online,Fresh Foam X,Millennial,354,0.18,3.9,,
Jul 2023,Northeast,Online,Fresh Foam X,Gen X,276,0.19,3.0,,
Jul 2023,Northeast,Online,Fresh Foam X,Boomer,355,0.12,2.2,,
Jul 2023,Northeast,Online,FuelCell Rebel,Gen Z,339,0.17,4.0,,
Jul 2023,Northeast,Online,FuelCell Rebel,Millennial,156,0.16,3.2,,
Jul 2023,Northeast,Online,FuelCell Rebel,Gen X,153,0.18,2.6,,
Jul 2023,Northeast,Online,FuelCell Rebel,Boomer,181,0.23,4.4,,
Jul 2023,Northeast,Online,880v13,Gen Z,285,0.17,3.7,,
Jul 2023,Northeast,Online,880v13,Millennial,376,0.15,2.7,,
Jul 2023,Northeast,Online,880v13,Gen X,213,0.18,4.2,,
Jul 2023,Northeast,Online,880v13,Boomer,302,0.13,3.0,,
Jul 2023,Northeast,Social Referral,Fresh Foam X,Gen Z,177,0.2,4.9,207.0,Facebook
Jul 2023,Northeast,Social Referral,Fresh Foam X,Millennial,403,0.25,4.1,343.0,Facebook
Jul 2023,Northeast,Social Referral,Fresh Foam X,Gen X,167,0.27,4.7,733.0,Twitter
Jul 2023,Northeast,Social Referral,Fresh Foam X,Boomer,399,0.18,5.0,386.0,Twitter
Jul 2023,Northeast,Social Referral,FuelCell Rebel,Gen Z,153,0.2,4.1,247.0,TikTok
Jul 2023,Northeast,Social Referral,FuelCell Rebel,Millennial,172,0.23,4.5,416.0,Instagram
Jul 2023,Northeast,Social Referral,FuelCell Rebel,Gen X,356,0.2,4.3,374.0,Instagram
Jul 2023,Northeast,Social Referral,FuelCell Rebel,Boomer,388,0.17,4.8,333.0,Facebook
Jul 2023,Northeast,Social Referral,880v13,Gen Z,236,0.15,4.1,419.0,TikTok
Jul 2023,Northeast,Social Referral,880v13,Millennial,247,0.29,4.1,480.0,Facebook
Jul 2023,Northeast,Social Referral,880v13,Gen X,171,0.2,4.7,406.0,Facebook
Jul 2023,Northeast,Social Referral,880v13,Boomer,197,0.18,4.0,264.0,Instagram
Jul 2023,South,In-Store,Fresh Foam X,Gen Z,281,0.12,3.8,,
Jul 2023,South,In-Store,Fresh Foam X,Millennial,294,0.12,3.8,,
Jul 2023,South,In-Store,Fresh Foam X,Gen X,238,0.2,4.2,,
Jul 2023,South,In-Store,Fresh Foam X,Boomer,380,0.09,4.0,,
Jul 2023,South,In-Store,FuelCell Rebel,Gen Z,317,0.08,3.8,,
Jul 2023,South,In-Store,FuelCell Rebel,Millennial,304,0.09,4.4,,
Jul 2023,South,In-Store,FuelCell Rebel,Gen X,421,0.05,3.1,,
Jul 2023,South,In-Store,FuelCell Rebel,Boomer,326,0.12,4.0,,
Jul 2023,South,In-Store,880v13,Gen Z,242,0.09,3.3,,
Jul 2023,South,In-Store,880v13,Millennial,216,0.06,4.3,,
Jul 2023,South,In-Store,880v13,Gen X,268,0.08,3.6,,
Jul 2023,South,In-Store,880v13,Boomer,239,0.11,3.7,,
Jul 2023,South,Online,Fresh Foam X,Gen Z,202,0.2,2.6,,
Jul 2023,South,Online,Fresh Foam X,Millennial,241,0.18,3.4,,
Jul 2023,South,Online,Fresh Foam X,Gen X,175,0.16,3.3,,
Jul 2023,South,Online,Fresh Foam X,Boomer,299,0.17,4.1,,
Jul 2023,South,Online,FuelCell Rebel,Gen Z,237,0.23,3.3,,
Jul 2023,South,Online,FuelCell Rebel,Millennial,275,0.19,3.7,,
Jul 2023,South,Online,FuelCell Rebel,Gen X,200,0.19,4.5,,
Jul 2023,South,Online,FuelCell Rebel,Boomer,164,0.18,4.4,,
Jul 2023,South,Online,880v13,Gen Z,165,0.16,2.0,,
Jul 2023,South,Online,880v13,Millennial,164,0.18,2.9,,
Jul 2023,South,Online,880v13,Gen X,317,0.18,4.2,,
Jul 2023,South,Online,880v13,Boomer,440,0.2,3.7,,
Jul 2023,South,Social Referral,Fresh Foam X,Gen Z,335,0.21,4.5,461.0,TikTok
Jul 2023,South,Social Referral,Fresh Foam X,Millennial,414,0.35,4.0,429.0,Facebook
Jul 2023,South,Social Referral,Fresh Foam X,Gen X,193,0.15,5.0,728.0,TikTok
Jul 2023,South,Social Referral,Fresh Foam X,Boomer,377,0.16,4.0,599.0,Twitter
Jul 2023,South,Social Referral,FuelCell Rebel,Gen Z,394,0.17,4.1,527.0,Instagram
Jul 2023,South,Social Referral,FuelCell Rebel,Millennial,279,0.23,4.1,663.0,TikTok
Jul 2023,South,Social Referral,FuelCell Rebel,Gen X,203,0.19,4.2,204.0,TikTok
Jul 2023,South,Social Referral,FuelCell Rebel,Boomer,283,0.23,4.2,642.0,TikTok
Jul 2023,South,Social Referral,880v13,Gen Z,394,0.22,3.9,582.0,Twitter
Jul 2023,South,Social Referral,880v13,Millennial,369,0.18,3.9,491.0,Instagram
Jul 2023,South,Social Referral,880v13,Gen X,436,0.18,3.4,219.0,TikTok
Jul 2023,South,Social Referral,880v13,Boomer,267,0.26,4.6,457.0,Twitter
Jul 2023,Midwest,In-Store,Fresh Foam X,Gen Z,320,0.08,3.7,,
Jul 2023,Midwest,In-Store,Fresh Foam X,Millennial,295,0.08,4.2,,
Jul 2023,Midwest,In-Store,Fresh Foam X,Gen X,218,0.14,4.1,,
Jul 2023,Midwest,In-Store,Fresh Foam X,Boomer,274,0.07,3.6,,
Jul 2023,Midwest,In-Store,FuelCell Rebel,Gen Z,173,0.08,4.4,,
Jul 2023,Midwest,In-Store,FuelCell Rebel,Millennial,224,0.13,4.0,,
Jul 2023,Midwest,In-Store,FuelCell Rebel,Gen X,410,0.08,3.3,,
Jul 2023,Midwest,In-Store,FuelCell Rebel,Boomer,154,0.08,4.4,,
Jul 2023,Midwest,In-Store,880v13,Gen Z,180,0.06,3.9,,
Jul 2023,Midwest,In-Store,880v13,Millennial,312,0.05,3.7,,
Jul 2023,Midwest,In-Store,880v13,Gen X,374,0.09,3.8,,
Jul 2023,Midwest,In-Store,880v13,Boomer,418,0.06,3.7,,
Jul 2023,Midwest,Online,Fresh Foam X,Gen Z,369,0.2,3.1,,
Jul 2023,Midwest,Online,Fresh Foam X,Millennial,375,0.29,3.0,,
Jul 2023,Midwest,Online,Fresh Foam X,Gen X,364,0.2,2.6,,
Jul 2023,Midwest,Online,Fresh Foam X,Boomer,256,0.19,3.7,,
Jul 2023,Midwest,Online,FuelCell Rebel,Gen Z,393,0.18,3.4,,
Jul 2023,Midwest,Online,FuelCell Rebel,Millennial,285,0.22,3.8,,
Jul 2023,Midwest,Online,FuelCell Rebel,Gen X,399,0.2,3.7,,
Jul 2023,Midwest,Online,FuelCell Rebel,Boomer,429,0.14,4.1,,
Jul 2023,Midwest,Online,880v13,Gen Z,181,0.19,4.5,,
Jul 2023,Midwest,Online,880v13,Millennial,412,0.23,3.5,,
Jul 2023,Midwest,Online,880v13,Gen X,176,0.15,3.1,,
Jul 2023,Midwest,Online,880v13,Boomer,206,0.18,4.3,,
Jul 2023,Midwest,Social Referral,Fresh Foam X,Gen Z,212,0.19,4.2,623.0,Facebook
Jul 2023,Midwest,Social Referral,Fresh Foam X,Millennial,240,0.18,3.6,395.0,Twitter
Jul 2023,Midwest,Social Referral,Fresh Foam X,Gen X,407,0.16,4.2,556.0,Instagram
Jul 2023,Midwest,Social Referral,Fresh Foam X,Boomer,383,0.22,4.1,344.0,TikTok
Jul 2023,Midwest,Social Referral,FuelCell Rebel,Gen Z,401,0.15,4.7,265.0,Facebook
Jul 2023,Midwest,Social Referral,FuelCell Rebel,Millennial,258,0.09,4.2,736.0,Facebook
Jul 2023,Midwest,Social Referral,FuelCell Rebel,Gen X,415,0.22,4.0,773.0,TikTok
Jul 2023,Midwest,Social Referral,FuelCell Rebel,Boomer,183,0.21,3.8,544.0,TikTok
Jul 2023,Midwest,Social Referral,880v13,Gen Z,324,0.26,3.5,603.0,Facebook
Jul 2023,Midwest,Social Referral,880v13,Millennial,231,0.12,5.0,421.0,Twitter
Jul 2023,Midwest,Social Referral,880v13,Gen X,173,0.19,4.2,535.0,Instagram
Jul 2023,Midwest,Social Referral,880v13,Boomer,434,0.25,4.4,728.0,Twitter
Jul 2023,West,In-Store,Fresh Foam X,Gen Z,307,0.07,3.1,,
Jul 2023,West,In-Store,Fresh Foam X,Millennial,317,0.1,3.8,,
Jul 2023,West,In-Store,Fresh Foam X,Gen X,212,0.07,4.2,,
Jul 2023,West,In-Store,Fresh Foam X,Boomer,440,0.17,3.1,,
Jul 2023,West,In-Store,FuelCell Rebel,Gen Z,227,0.07,3.7,,
Jul 2023,West,In-Store,FuelCell Rebel,Millennial,250,0.15,4.3,,
Jul 2023,West,In-Store,FuelCell Rebel,Gen X,264,0.08,4.4,,
Jul 2023,West,In-Store,FuelCell Rebel,Boomer,245,0.12,4.2,,
Jul 2023,West,In-Store,880v13,Gen Z,200,0.14,4.1,,
Jul 2023,West,In-Store,880v13,Millennial,344,0.07,4.4,,
